:TYPE,:START_ID,:END_ID,kegg_species_id:string,interaction_type:string,kegg:string,kegg_int_type:string
KEGG_INCREASES_EXPRESSION,38197,20316,hsa,expression;indirect effect,#2424:2981,GErel
KEGG_INCREASES_EXPRESSION,43929,14025,hsa,expression,#2424:2851,GErel
KEGG_INCREASES_EXPRESSION,33715,5581,hsa,expression;indirect effect,#2424:2732,GErel
KEGG_INCREASES_EXPRESSION,11330,2838,hsa,expression,#2424:2439,GErel
KEGG_INCREASES_EXPRESSION,34900,14173,hsa,expression,#2425:1310,GErel
KEGG_INCREASES_EXPRESSION,39813,13675,hsa,expression,#2425:2673,GErel
KEGG_INCREASES_EXPRESSION,42960,5792,hsa,expression,#2425:1863,GErel
KEGG_INCREASES_EXPRESSION,33474,13868,hsa,expression,#2425:2879,GErel
KEGG_INCREASES_EXPRESSION,40940,3198,hsa,expression,#2425:2840,GErel
KEGG_INCREASES_EXPRESSION,42435,20733,hsa,expression,#2426:1111,GErel
KEGG_INCREASES_EXPRESSION,40653,2838,hsa,expression,#2426:2555,GErel
KEGG_INCREASES_EXPRESSION,35166,10211,hsa,expression,#2426:1735,GErel
KEGG_INCREASES_EXPRESSION,29296,13993,hsa,expression,#2426:3084,GErel
KEGG_INCREASES_EXPRESSION,40940,2991,hsa,expression,#2426:2860,GErel
KEGG_INCREASES_EXPRESSION,35166,10196,hsa,expression,#2426:2759,GErel
KEGG_INCREASES_EXPRESSION,25504,20733,hsa,expression,#2427:1484,GErel
KEGG_INCREASES_EXPRESSION,44186,20656,hsa,expression,#2427:2503,GErel
KEGG_INCREASES_EXPRESSION,33561,5747,hsa,expression,#2427:3047,GErel
KEGG_INCREASES_EXPRESSION,40940,9857,hsa,expression,#2427:2855,GErel
KEGG_INCREASES_EXPRESSION,41230,5583,hsa,expression,#2427:2744,GErel
KEGG_INCREASES_EXPRESSION,42717,5713,hsa,expression,#2428:1348,GErel
KEGG_INCREASES_EXPRESSION,35764,2889,hsa,expression,#2428:2946,GErel
KEGG_INCREASES_EXPRESSION,40940,5699,hsa,expression,#2428:2852,GErel
KEGG_INCREASES_EXPRESSION,39300,5748,hsa,expression,#2428:2734,GErel
KEGG_INCREASES_EXPRESSION,40821,14085,hsa,expression,#2428:2492,GErel
KEGG_INCREASES_EXPRESSION,40821,3144,hsa,expression,#2429:1337,GErel
KEGG_INCREASES_EXPRESSION,35764,5994,hsa,expression,#2429:2946,GErel
KEGG_INCREASES_EXPRESSION,40940,5919,hsa,expression,#2429:2851,GErel
KEGG_INCREASES_EXPRESSION,3707,20246,hsa,expression,#2429:2733,GErel
KEGG_INCREASES_EXPRESSION,35497,18313,hsa,expression,#2429:2438,GErel
KEGG_INCREASES_EXPRESSION,40821,2790,hsa,expression,#2430:1337,GErel
KEGG_INCREASES_EXPRESSION,39813,2890,hsa,expression,#2430:2920,GErel
KEGG_INCREASES_EXPRESSION,43929,5696,hsa,expression,#2430:2848,GErel
KEGG_INCREASES_EXPRESSION,38173,5734,hsa,expression;indirect effect,#2430:2731,GErel
KEGG_INCREASES_EXPRESSION,44396,10289,hsa,expression,#2430:2414,GErel
KEGG_INCREASES_EXPRESSION,42960,9931,hsa,expression,#2431:1863,GErel
KEGG_INCREASES_EXPRESSION,34900,10010,hsa,expression,#2431:1309,GErel
KEGG_INCREASES_EXPRESSION,30801,18300,hsa,expression,#2431:2909,GErel
KEGG_INCREASES_EXPRESSION,43929,14174,hsa,expression,#2431:2844,GErel
KEGG_INCREASES_EXPRESSION,16821,20467,hsa,expression,#2431:2712,GErel
KEGG_INCREASES_EXPRESSION,42435,2788,hsa,expression,#2432:1116,GErel
KEGG_INCREASES_EXPRESSION,39813,5734,hsa,expression,#2432:2712,GErel
KEGG_INCREASES_EXPRESSION,40821,10178,hsa,expression,#2432:1862,GErel
KEGG_INCREASES_EXPRESSION,33474,18193,hsa,expression,#2432:2889,GErel
KEGG_INCREASES_EXPRESSION,43929,3055,hsa,expression,#2432:2844,GErel
KEGG_INCREASES_EXPRESSION,34900,5530,hsa,expression,#2433:1114,GErel
KEGG_INCREASES_EXPRESSION,8075,13916,hsa,expression,#2433:1961,GErel
KEGG_INCREASES_EXPRESSION,33474,20283,hsa,expression,#2433:2889,GErel
KEGG_INCREASES_EXPRESSION,43929,14006,hsa,expression,#2433:2844,GErel
KEGG_INCREASES_EXPRESSION,11298,20439,hsa,expression,#2433:2719,GErel
KEGG_INCREASES_EXPRESSION,44396,20270,hsa,expression,#2434:1106,GErel
KEGG_INCREASES_EXPRESSION,42960,18521,hsa,expression,#2434:1859,GErel
KEGG_INCREASES_EXPRESSION,39669,14045,hsa,expression,#2434:2878,GErel
KEGG_INCREASES_EXPRESSION,40940,14107,hsa,expression,#2434:2841,GErel
KEGG_INCREASES_EXPRESSION,16408,5924,hsa,expression,#2434:2659,GErel
KEGG_INCREASES_EXPRESSION,35166,20270,hsa,expression,#2435:1106,GErel
KEGG_INCREASES_EXPRESSION,42960,9931,hsa,expression,#2435:1853,GErel
KEGG_INCREASES_EXPRESSION,35141,3063,hsa,expression,#2435:2878,GErel
KEGG_INCREASES_EXPRESSION,40940,10312,hsa,expression,#2435:2841,GErel
KEGG_INCREASES_EXPRESSION,3433,10016,hsa,expression,#2435:2670,GErel
KEGG_INCREASES_EXPRESSION,38192,18326,hsa,expression,#2436:1111,GErel
KEGG_INCREASES_EXPRESSION,37423,2997,hsa,expression,#2436:1859,GErel
KEGG_INCREASES_EXPRESSION,40821,5670,hsa,expression,#2436:2887,GErel
KEGG_INCREASES_EXPRESSION,43929,6001,hsa,expression,#2436:2843,GErel
KEGG_INCREASES_EXPRESSION,42411,23509,hsa,expression,#2436:2708,GErel
KEGG_INCREASES_EXPRESSION,38192,10010,hsa,expression,#2437:1112,GErel
KEGG_INCREASES_EXPRESSION,40821,10190,hsa,expression,#2437:1852,GErel
KEGG_INCREASES_EXPRESSION,42617,18175,hsa,expression,#2437:2876,GErel
KEGG_INCREASES_EXPRESSION,40940,14060,hsa,expression,#2437:2839,GErel
KEGG_INCREASES_EXPRESSION,8075,5903,hsa,expression,#2437:2658,GErel
KEGG_INCREASES_EXPRESSION,35166,5778,hsa,expression,#2437:3140,GErel
KEGG_INCREASES_EXPRESSION,40821,18221,hsa,expression,#2438:1852,GErel
KEGG_INCREASES_EXPRESSION,40940,23629,hsa,expression,#2438:2870,GErel
KEGG_INCREASES_EXPRESSION,37918,18032,hsa,expression,#2438:2823,GErel
KEGG_INCREASES_EXPRESSION,16408,5903,hsa,expression,#2438:2614,GErel
KEGG_INCREASES_EXPRESSION,42974,14124,hsa,expression,#2438:3093,GErel
KEGG_INCREASES_EXPRESSION,33474,5679,hsa,expression,#2439:1719,GErel
KEGG_INCREASES_EXPRESSION,33474,5670,hsa,expression,#2439:2769,GErel
KEGG_INCREASES_EXPRESSION,44396,2976,hsa,expression,#2439:2520,GErel
KEGG_INCREASES_EXPRESSION,36437,20376,hsa,expression,#2439:3069,GErel
KEGG_INCREASES_EXPRESSION,40940,5835,hsa,expression,#2439:2859,GErel
KEGG_INCREASES_EXPRESSION,37608,13769,hsa,expression,#2440:1532,GErel
KEGG_INCREASES_EXPRESSION,42876,9871,hsa,expression,#2440:2503,GErel
KEGG_INCREASES_EXPRESSION,30628,20272,hsa,expression,#2440:3045,GErel
KEGG_INCREASES_EXPRESSION,40940,10241,hsa,expression,#2440:2857,GErel
KEGG_INCREASES_EXPRESSION,44396,20234,hsa,expression,#2440:2768,GErel
KEGG_INCREASES_EXPRESSION,36295,10133,hsa,expression,#2441:1510,GErel
KEGG_INCREASES_EXPRESSION,34893,5691,hsa,expression,#2441:2496,GErel
KEGG_INCREASES_EXPRESSION,40940,3107,hsa,expression,#2441:2920,GErel
KEGG_INCREASES_EXPRESSION,40940,10223,hsa,expression,#2441:2852,GErel
KEGG_INCREASES_EXPRESSION,41230,9931,hsa,expression,#2441:2743,GErel
KEGG_INCREASES_EXPRESSION,42333,18153,mmu,expression;indirect effect,#2410:5433,GErel
KEGG_INCREASES_EXPRESSION,44451,20296,mmu,expression,#2410:7425,GErel
KEGG_INCREASES_EXPRESSION,25611,18296,mmu,expression,#2410:7282,GErel
KEGG_INCREASES_EXPRESSION,36695,20589,mmu,expression,#2410:6978,GErel
KEGG_INCREASES_EXPRESSION,33565,18528,mmu,expression,#2410:7635,GErel
KEGG_INCREASES_EXPRESSION,44451,18060,mmu,expression,#2411:5455,GErel
KEGG_INCREASES_EXPRESSION,36543,18365,mmu,expression,#2411:7281,GErel
KEGG_INCREASES_EXPRESSION,44451,9874,mmu,expression,#2411:7015,GErel
KEGG_INCREASES_EXPRESSION,40832,10227,mmu,expression,#2411:7548,GErel
KEGG_INCREASES_EXPRESSION,44451,5959,mmu,expression,#2411:7424,GErel
KEGG_INCREASES_EXPRESSION,37861,18162,mmu,expression,#2412:5402,GErel
KEGG_INCREASES_EXPRESSION,37897,14185,mmu,expression,#2412:6154,GErel
KEGG_INCREASES_EXPRESSION,43109,2794,mmu,expression,#2412:7550,GErel
KEGG_INCREASES_EXPRESSION,44451,20448,mmu,expression,#2412:7426,GErel
KEGG_INCREASES_EXPRESSION,43654,13817,mmu,expression;indirect effect,#2412:7280,GErel
KEGG_INCREASES_EXPRESSION,33590,9919,mmu,expression,#2413:5439,GErel
KEGG_INCREASES_EXPRESSION,41696,18218,mmu,expression,#2413:7664,GErel
KEGG_INCREASES_EXPRESSION,44451,9904,mmu,expression,#2413:7426,GErel
KEGG_INCREASES_EXPRESSION,44451,3049,mmu,expression,#2413:7289,GErel
KEGG_INCREASES_EXPRESSION,43359,5761,mmu,expression,#2413:6978,GErel
KEGG_INCREASES_EXPRESSION,43297,18060,mmu,expression,#2414:5455,GErel
KEGG_INCREASES_EXPRESSION,40592,2904,mmu,expression,#2414:7431,GErel
KEGG_INCREASES_EXPRESSION,42057,13746,mmu,expression;indirect effect,#2414:7309,GErel
KEGG_INCREASES_EXPRESSION,7706,5821,mmu,expression;indirect effect,#2414:7024,GErel
KEGG_INCREASES_EXPRESSION,25505,18528,mmu,expression,#2414:7684,GErel
KEGG_INCREASES_EXPRESSION,42258,10320,mmu,expression,#2415:5445,GErel
KEGG_INCREASES_EXPRESSION,40592,10174,mmu,expression,#2415:7433,GErel
KEGG_INCREASES_EXPRESSION,30694,13665,mmu,expression;indirect effect,#2415:7311,GErel
KEGG_INCREASES_EXPRESSION,33583,5821,mmu,expression;indirect effect,#2415:7024,GErel
KEGG_INCREASES_EXPRESSION,31054,18528,mmu,expression,#2415:7693,GErel
KEGG_INCREASES_EXPRESSION,39106,10006,mmu,expression,#2416:5544,GErel
KEGG_INCREASES_EXPRESSION,25175,18453,mmu,expression,#2416:7097,GErel
KEGG_INCREASES_EXPRESSION,36937,10345,mmu,expression,#2416:7787,GErel
KEGG_INCREASES_EXPRESSION,40681,5675,mmu,expression,#2416:7444,GErel
KEGG_INCREASES_EXPRESSION,20910,5553,mmu,expression,#2416:7337,GErel
KEGG_INCREASES_EXPRESSION,25611,20619,mmu,expression,#2417:6016,GErel
KEGG_INCREASES_EXPRESSION,44359,5810,mmu,expression,#2417:7547,GErel
KEGG_INCREASES_EXPRESSION,44451,5573,mmu,expression,#2417:7423,GErel
KEGG_INCREASES_EXPRESSION,38136,9849,mmu,expression,#2417:7220,GErel
KEGG_INCREASES_EXPRESSION,42258,20626,mmu,expression,#2418:5445,GErel
KEGG_INCREASES_EXPRESSION,25611,14062,mmu,expression,#2418:7482,GErel
KEGG_INCREASES_EXPRESSION,37399,10371,mmu,expression,#2418:7387,GErel
KEGG_INCREASES_EXPRESSION,37861,9924,mmu,expression,#2418:7134,GErel
KEGG_INCREASES_EXPRESSION,40860,18019,mmu,expression,#2419:5206,GErel
KEGG_INCREASES_EXPRESSION,44451,13876,mmu,expression,#2419:7437,GErel
KEGG_INCREASES_EXPRESSION,25611,14065,mmu,expression,#2419:7322,GErel
KEGG_INCREASES_EXPRESSION,40860,5491,mmu,expression,#2419:6964,GErel
KEGG_INCREASES_EXPRESSION,42057,2910,mmu,expression,#2419:7759,GErel
KEGG_INCREASES_EXPRESSION,34652,20423,mmu,expression,#2420:6142,GErel
KEGG_INCREASES_EXPRESSION,36914,9905,mmu,expression,#2420:7260,GErel
KEGG_INCREASES_EXPRESSION,43109,18528,mmu,expression,#2420:7550,GErel
KEGG_INCREASES_EXPRESSION,40592,13971,mmu,expression,#2420:7428,GErel
KEGG_INCREASES_EXPRESSION,25588,2809,mmu,expression,#2421:5547,GErel
KEGG_INCREASES_EXPRESSION,36937,2947,mmu,expression,#2421:7536,GErel
KEGG_INCREASES_EXPRESSION,7793,23535,mmu,expression,#2421:7413,GErel
KEGG_INCREASES_EXPRESSION,36987,18453,mmu,expression,#2421:7146,GErel
KEGG_INCREASES_EXPRESSION,33590,10324,mmu,expression,#2422:5340,GErel
KEGG_INCREASES_EXPRESSION,34732,10081,mmu,expression,#2422:7786,GErel
KEGG_INCREASES_EXPRESSION,40681,18083,mmu,expression,#2422:7443,GErel
KEGG_INCREASES_EXPRESSION,25611,3066,mmu,expression,#2422:7339,GErel
KEGG_INCREASES_EXPRESSION,37861,5656,mmu,expression,#2422:7092,GErel
KEGG_INCREASES_EXPRESSION,43647,18131,mmu,expression,#2423:6022,GErel
KEGG_INCREASES_EXPRESSION,37897,13724,mmu,expression,#2423:7548,GErel
KEGG_INCREASES_EXPRESSION,44451,10276,mmu,expression,#2423:7425,GErel
KEGG_INCREASES_EXPRESSION,43359,18560,mmu,expression,#2423:7259,GErel
KEGG_INCREASES_EXPRESSION,25611,2840,mmu,expression,#2424:5433,GErel
KEGG_INCREASES_EXPRESSION,44451,23564,mmu,expression,#2424:7439,GErel
KEGG_INCREASES_EXPRESSION,25611,14062,mmu,expression,#2424:7339,GErel
KEGG_INCREASES_EXPRESSION,36914,20371,mmu,expression,#2424:7093,GErel
KEGG_INCREASES_EXPRESSION,38504,18528,mmu,expression,#2424:7748,GErel
KEGG_INCREASES_EXPRESSION,30929,5758,mmu,expression,#2425:6000,GErel
KEGG_INCREASES_EXPRESSION,3536,20589,mmu,expression,#2425:7163,GErel
KEGG_INCREASES_EXPRESSION,36937,13783,mmu,expression,#2425:7536,GErel
KEGG_INCREASES_EXPRESSION,30929,20203,mmu,expression,#2425:7414,GErel
KEGG_INCREASES_EXPRESSION,16413,3259,mmu,expression,#2426:5207,GErel
KEGG_INCREASES_EXPRESSION,40832,14166,mmu,expression,#2426:7755,GErel
KEGG_INCREASES_EXPRESSION,44451,5760,mmu,expression,#2426:7437,GErel
KEGG_INCREASES_EXPRESSION,20910,5553,mmu,expression,#2426:7321,GErel
KEGG_INCREASES_EXPRESSION,30694,20371,mmu,expression;indirect effect,#2426:7085,GErel
KEGG_INCREASES_EXPRESSION,40681,10149,mmu,expression,#2427:6018,GErel
KEGG_INCREASES_EXPRESSION,25588,20344,mmu,expression,#2427:7546,GErel
KEGG_INCREASES_EXPRESSION,37897,5628,mmu,expression,#2427:7414,GErel
KEGG_INCREASES_EXPRESSION,44078,10170,mmu,expression,#2427:7168,GErel
KEGG_INCREASES_EXPRESSION,38428,5938,mmu,expression,#2428:5207,GErel
KEGG_INCREASES_EXPRESSION,40592,5884,mmu,expression,#2428:7430,GErel
KEGG_INCREASES_EXPRESSION,43654,10149,mmu,expression;indirect effect,#2428:7308,GErel
KEGG_INCREASES_EXPRESSION,38504,5676,mmu,expression,#2428:7005,GErel
KEGG_INCREASES_EXPRESSION,7715,20258,mmu,expression,#2428:7694,GErel
KEGG_INCREASES_EXPRESSION,39648,5533,mmu,expression,#2429:5779,GErel
KEGG_INCREASES_EXPRESSION,40860,23562,mmu,expression,#2429:7117,GErel
KEGG_INCREASES_EXPRESSION,16752,5598,mmu,expression,#2429:7766,GErel
KEGG_INCREASES_EXPRESSION,44451,14148,mmu,expression,#2429:7442,GErel
KEGG_INCREASES_EXPRESSION,39347,5582,mmu,expression,#2429:7380,GErel
KEGG_INCREASES_EXPRESSION,37897,10120,mmu,expression,#2430:6143,GErel
KEGG_INCREASES_EXPRESSION,36937,20521,mmu,expression,#2430:7536,GErel
KEGG_INCREASES_EXPRESSION,16752,14185,mmu,expression,#2430:7405,GErel
KEGG_INCREASES_EXPRESSION,43074,5761,mmu,expression,#2430:7163,GErel
KEGG_INCREASES_EXPRESSION,38428,3233,mmu,expression,#2431:5206,GErel
KEGG_INCREASES_EXPRESSION,44078,20463,mmu,expression,#2431:6258,GErel
KEGG_INCREASES_EXPRESSION,7715,13709,mmu,expression,#2431:7545,GErel
KEGG_INCREASES_EXPRESSION,44451,9845,mmu,expression,#2431:7421,GErel
KEGG_INCREASES_EXPRESSION,31054,5810,mmu,expression,#2431:7271,GErel
KEGG_INCREASES_EXPRESSION,16413,18318,mmu,expression,#2432:5209,GErel
KEGG_INCREASES_EXPRESSION,36914,20463,mmu,expression,#2432:6258,GErel
KEGG_INCREASES_EXPRESSION,7715,20739,mmu,expression,#2432:7545,GErel
KEGG_INCREASES_EXPRESSION,44451,18121,mmu,expression,#2432:7420,GErel
KEGG_INCREASES_EXPRESSION,38136,3051,mmu,expression,#2432:7260,GErel
KEGG_INCREASES_EXPRESSION,40860,13954,mmu,expression,#2433:5205,GErel
KEGG_INCREASES_EXPRESSION,7793,10120,mmu,expression,#2433:6155,GErel
KEGG_INCREASES_EXPRESSION,44451,5750,mmu,expression,#2433:7422,GErel
KEGG_INCREASES_EXPRESSION,25505,5810,mmu,expression,#2433:7271,GErel
KEGG_INCREASES_EXPRESSION,33396,20441,mmu,expression,#2433:7547,GErel
KEGG_INCREASES_EXPRESSION,34577,5938,mmu,expression,#2434:5207,GErel
KEGG_INCREASES_EXPRESSION,3681,20389,mmu,expression,#2434:6152,GErel
KEGG_INCREASES_EXPRESSION,25611,10110,mmu,expression,#2434:7179,GErel
KEGG_INCREASES_EXPRESSION,43204,5829,mmu,expression,#2434:7534,GErel
KEGG_INCREASES_EXPRESSION,31054,5608,mmu,expression,#2434:7407,GErel
KEGG_INCREASES_EXPRESSION,34577,20685,mmu,expression,#2435:4873,GErel
KEGG_INCREASES_EXPRESSION,37897,20423,mmu,expression,#2435:6143,GErel
KEGG_INCREASES_EXPRESSION,37897,9924,mmu,expression,#2435:7791,GErel
KEGG_INCREASES_EXPRESSION,36937,18117,mmu,expression,#2435:7536,GErel
KEGG_INCREASES_EXPRESSION,43109,5608,mmu,expression,#2435:7407,GErel
KEGG_INCREASES_EXPRESSION,25611,3252,mmu,expression,#2435:7179,GErel
KEGG_INCREASES_EXPRESSION,40681,18083,mmu,expression,#2436:6018,GErel
KEGG_INCREASES_EXPRESSION,36937,18349,mmu,expression,#2436:7535,GErel
KEGG_INCREASES_EXPRESSION,25505,5608,mmu,expression,#2436:7407,GErel
KEGG_INCREASES_EXPRESSION,42333,14131,mmu,expression,#2436:7155,GErel
KEGG_INCREASES_EXPRESSION,37861,14043,mmu,expression,#2436:7792,GErel
KEGG_INCREASES_EXPRESSION,37861,14057,mmu,expression,#2437:6017,GErel
KEGG_INCREASES_EXPRESSION,25611,3252,mmu,expression,#2437:7444,GErel
KEGG_INCREASES_EXPRESSION,37861,5675,mmu,expression,#2437:7382,GErel
KEGG_INCREASES_EXPRESSION,25175,9988,mmu,expression,#2437:7145,GErel
KEGG_INCREASES_EXPRESSION,33396,14166,mmu,expression,#2437:7754,GErel
KEGG_INCREASES_EXPRESSION,36151,20562,mmu,expression,#2438:5608,GErel
KEGG_INCREASES_EXPRESSION,40681,14062,mmu,expression,#2438:7329,GErel
KEGG_INCREASES_EXPRESSION,29082,5856,mmu,expression,#2438:7060,GErel
KEGG_INCREASES_EXPRESSION,16645,2873,mmu,expression,#2438:7732,GErel
KEGG_INCREASES_EXPRESSION,44451,2825,mmu,expression,#2438:7439,GErel
KEGG_INCREASES_EXPRESSION,34703,5580,mmu,expression;indirect effect,#2439:5581,GErel
KEGG_INCREASES_EXPRESSION,36695,5856,mmu,expression,#2439:7060,GErel
KEGG_INCREASES_EXPRESSION,43109,18528,mmu,expression,#2439:7729,GErel
KEGG_INCREASES_EXPRESSION,44451,14145,mmu,expression,#2439:7436,GErel
KEGG_INCREASES_EXPRESSION,33771,10296,mmu,expression;indirect effect,#2439:7310,GErel
KEGG_INCREASES_EXPRESSION,7715,18343,mmu,expression,#2440:5546,GErel
KEGG_INCREASES_EXPRESSION,25588,18343,mmu,expression,#2440:7696,GErel
KEGG_INCREASES_EXPRESSION,40592,13876,mmu,expression,#2440:7429,GErel
KEGG_INCREASES_EXPRESSION,43654,18271,mmu,expression;indirect effect,#2440:7308,GErel
KEGG_INCREASES_EXPRESSION,43359,5856,mmu,expression,#2440:7060,GErel
KEGG_INCREASES_EXPRESSION,34577,18234,mmu,expression,#2441:5439,GErel
KEGG_INCREASES_EXPRESSION,44451,2772,mmu,expression,#2441:7424,GErel
KEGG_INCREASES_EXPRESSION,44451,5953,mmu,expression,#2441:7288,GErel
KEGG_INCREASES_EXPRESSION,25594,18241,mmu,expression,#2441:7014,GErel
KEGG_INCREASES_EXPRESSION,16671,20258,mmu,expression,#2441:7695,GErel
KEGG_INCREASES_EXPRESSION,40285,14099,rno,expression,#2410:9787,GErel
KEGG_INCREASES_EXPRESSION,25362,2774,rno,expression,#2410:11499,GErel
