:ID,:LABEL,bel:string,involved_genes:string,involved_other:string,species:float
7627,Composite,"composite(a(CHEBI:""ionomycin""),a(CHEBI:""phorbol 13-acetate 12-myristate""))",,phorbol 13-acetate 12-myristate;ionomycin,
7628,Composite,"composite(p(HGNC:""GRIN1""),p(HGNC:""GRIN2A""),p(HGNC:""GRIN2B""),p(HGNC:""GRIN2C""),p(HGNC:""GRIN2D""))",GRIN2A;GRIN2C;GRIN2B;GRIN1;GRIN2D,,9606.0
7629,Composite,"composite(p(MGI:""Traf1""),p(MGI:""Traf2""))",Traf2;Traf1,,10090.0
7630,Composite,"composite(p(HGNC:""CDS1""),p(HGNC:""CDS2""))",CDS1;CDS2,,9606.0
7631,Composite,"composite(p(HGNC:""TRAF6""),p(HGNC:""UBE2N""))",TRAF6;UBE2N,,9606.0
7632,Composite,"composite(p(MGI:""Dusp3""),p(MGI:""Ptpn5""),p(MGI:""Ptpn7""),p(MGI:""Ptprr""))",Dusp3;Ptprr;Ptpn7;Ptpn5,,10090.0
7633,Composite,"composite(a(CHEMBLA:""CHEMBL659""),p(MGI:""App"",frag(""696_706"")))",App,CHEMBL659,10090.0
7634,Composite,"composite(p(MGI:""Shmt1""),p(MGI:""Shmt2""))",Shmt2;Shmt1,,10090.0
7635,Composite,"composite(p(MGI:""Acsl1""),p(MGI:""Acsl3""),p(MGI:""Acsl4""),p(MGI:""Acsl5""),p(MGI:""Acsl6""))",Acsl1;Acsl5;Acsl6;Acsl3;Acsl4,,10090.0
7636,Composite,"composite(p(HGNC:""CRK""),p(HGNC:""PIK3R2""),p(HGNC:""SIT1""))",SIT1;PIK3R2;CRK,,9606.0
7637,Composite,"composite(p(RGD:""Nt5c""),p(RGD:""Nt5c1a""),p(RGD:""Nt5c1b""),p(RGD:""Nt5c2""),p(RGD:""Nt5c3a""),p(RGD:""Nt5c3b""),p(RGD:""Nt5e""),p(RGD:""Nt5m""))",Nt5c;Nt5c1a;Nt5c1b;Nt5e;Nt5c3a;Nt5c3b;Nt5m;Nt5c2,,10116.0
7638,Composite,"composite(p(FLYBASE:""CCHa1-R""),p(FLYBASE:""CCHa2-R""))",CCHa1-R;CCHa2-R,,7227.0
7639,Composite,"composite(p(HGNC:""APP""),p(HGNC:""NCAM2""))",APP;NCAM2,,9606.0
7640,Composite,"composite(p(HGNC:""CCNA1""),p(HGNC:""CCNA2""))",CCNA2;CCNA1,,9606.0
7641,Composite,"composite(p(MGI:""Id1""),p(MGI:""Id2""),p(MGI:""Id3""),p(MGI:""Id4""))",Id2;Id1;Id4;Id3,,10090.0
7642,Composite,"composite(a(PUBCHEM:""3108148""),p(CONSO:""3R tau""))",3R tau,3108148,
7643,Composite,"composite(p(MGI:""Zfp110""),p(MGI:""Zfp369""))",Zfp369;Zfp110,,10090.0
15288,Composite,"composite(p(HGNC:""EFNB1""),p(HGNC:""EFNB2""),p(HGNC:""EFNB3""))",EFNB2;EFNB1;EFNB3,,9606.0
15289,Composite,"composite(p(HGNC:""G3BP1""),p(HGNC:""HDAC6""))",G3BP1;HDAC6,,9606.0
15290,Composite,"composite(p(RGD:""Rbck1""),p(RGD:""Rnf31""),p(RGD:""Sharpin""))",Sharpin;Rbck1;Rnf31,,10116.0
15291,Composite,"composite(p(FLYBASE:""orb""),p(FLYBASE:""orb2""))",orb2;orb,,7227.0
15292,Composite,"composite(p(MGI:""Prkd1""),p(MGI:""Prkd2""),p(MGI:""Prkd3""))",Prkd3;Prkd1;Prkd2,,10090.0
15293,Composite,"composite(a(CHEBI:""hexadecanoate""),p(HGNC:""NLRC4""))",NLRC4,hexadecanoate,9606.0
15294,Composite,"composite(p(MGI:""Ash1l""),p(MGI:""Dot1l""),p(MGI:""Ehmt1""),p(MGI:""Ehmt2""),p(MGI:""Ezh1""),p(MGI:""Ezh2""),p(MGI:""Gm45935""),p(MGI:""Kmt2a""),p(MGI:""Kmt2b""),p(MGI:""Kmt2c""),p(MGI:""Kmt2d""),p(MGI:""Kmt2e""),p(MGI:""Kmt5a""),p(MGI:""Kmt5b""),p(MGI:""Kmt5c""),p(MGI:""Nsd1""),p(MGI:""Nsd2""),p(MGI:""Nsd3""),p(MGI:""Prdm2""),p(MGI:""Prdm6""),p(MGI:""Prdm9""),p(MGI:""Setd1a""),p(MGI:""Setd1b""),p(MGI:""Setd2""),p(MGI:""Setd3""),p(MGI:""Setd7""),p(MGI:""Setdb1""),p(MGI:""Setdb2""),p(MGI:""Setmar""),p(MGI:""Suv39h1""),p(MGI:""Suv39h2""))",Suv39h1;Suv39h2;Setd3;Nsd3;Setd2;Kmt5c;Setd1b;Setd7;Setd1a;Setdb2;Nsd2;Setdb1;Nsd1;Gm45935;Kmt5a;Kmt5b;Kmt2d;Kmt2e;Prdm9;Ehmt2;Kmt2a;Dot1l;Kmt2b;Kmt2c;Prdm6;Ash1l;Ehmt1;Prdm2;Setmar;Ezh2;Ezh1,,10090.0
15295,Composite,"composite(p(MGI:""Gli1""),p(MGI:""Gli2""),p(MGI:""Gli3""))",Gli1;Gli3;Gli2,,10090.0
15296,Composite,"composite(a(CHEBI:""ATP""),a(CHEBI:""magnesium(2+)""))",,magnesium(2+);ATP,
15297,Composite,"composite(p(HGNC:""FCGR1A""),p(HGNC:""FCGR2A""),p(HGNC:""FCGR2B""),p(HGNC:""FCGR2C""),p(HGNC:""FCGR3A""),p(HGNC:""FCGR3B""))",FCGR3A;FCGR2A;FCGR3B;FCGR1A;FCGR2B;FCGR2C,,9606.0
15298,Composite,"composite(p(MGI:""Acaa1a""),p(MGI:""Acaa1b""),p(MGI:""Acaa2""),p(MGI:""Hadhb""))",Hadhb;Acaa2;Acaa1b;Acaa1a,,10090.0
15299,Composite,"composite(p(CONSO:""gamma-secretase""),p(HGNC:""APP""),p(HGNC:""BACE1""))",BACE1;APP;gamma-secretase,,
15300,Composite,"composite(p(HGNC:""DHRS11""),p(HGNC:""HSD17B1""),p(HGNC:""HSD17B12""),p(HGNC:""HSD17B2""),p(HGNC:""HSD17B6""),p(HGNC:""HSD17B7""),p(HGNC:""HSD17B8""))",DHRS11;HSD17B1;HSD17B2;HSD17B12;HSD17B6;HSD17B7;HSD17B8,,9606.0
15301,Composite,"composite(p(MGI:""Alg13""),p(MGI:""Glt28d2""))",Glt28d2;Alg13,,10090.0
15302,Composite,"composite(p(MGI:""Jak1""),p(MGI:""Jak2""))",Jak2;Jak1,,10090.0
15303,Composite,"composite(a(MESH:""Bungarotoxins""),p(HGNC:""TMEM35A""))",TMEM35A,Bungarotoxins,9606.0
15304,Composite,"composite(p(HGNC:""MYL10""),p(HGNC:""MYL12A""),p(HGNC:""MYL12B""),p(HGNC:""MYL2""),p(HGNC:""MYL5""),p(HGNC:""MYL7""),p(HGNC:""MYL9""),p(HGNC:""MYLPF""))",MYLPF;MYL5;MYL7;MYL2;MYL10;MYL9;MYL12A;MYL12B,,9606.0
15305,Composite,"composite(p(MGI:""Rraga""),p(MGI:""Rragb""))",Rraga;Rragb,,10090.0
15306,Composite,"composite(p(RGD:""Cdk4""),p(RGD:""Cdk6""))",Cdk6;Cdk4,,10116.0
15307,Composite,"composite(a(DRUGBANK:""Galantamine""),a(PUBCHEM:""305""))",,Galantamine;305,
15308,Composite,"composite(p(RGD:""Pgam1""),p(RGD:""Pgam2""))",Pgam2;Pgam1,,10116.0
15309,Composite,"composite(p(HGNC:""FCGR1A""),p(HGNC:""FCGR2A""),p(HGNC:""FCGR2C""),p(HGNC:""FCGR3A""),p(HGNC:""FCGR3B""))",FCGR3A;FCGR2A;FCGR3B;FCGR1A;FCGR2C,,9606.0
15310,Composite,"composite(p(MGI:""Acer1""),p(MGI:""Acer2""),p(MGI:""Asah1""),p(MGI:""Asah2""))",Acer1;Asah2;Acer2;Asah1,,10090.0
15311,Composite,"composite(p(RGD:""Mir124-1""),p(RGD:""Mir124-2""),p(RGD:""Mir124-3""))",Mir124-3;Mir124-2;Mir124-1,,10116.0
15312,Composite,"composite(a(CHEBI:""torin 1""),p(MGI:""Tfeb""))",Tfeb,torin 1,10090.0
15313,Composite,"composite(p(RGD:""Acot1""),p(RGD:""Acot2""),p(RGD:""Acot3""),p(RGD:""Acot4""),p(RGD:""Acot5""),p(RGD:""Baat""))",Acot1;Acot2;Acot5;Baat;Acot3;Acot4,,10116.0
15314,Composite,"composite(p(HGNC:""CALCR""),p(HGNC:""CALCRL""))",CALCR;CALCRL,,9606.0
15315,Composite,"composite(p(MGI:""Cdc25b""),p(MGI:""Cdc25c""))",Cdc25c;Cdc25b,,10090.0
15316,Composite,"composite(p(RGD:""Idi1""),p(RGD:""Idi2""),p(RGD:""RGD1564999""))",Idi1;Idi2;RGD1564999,,10116.0
15317,Composite,"composite(p(HGNC:""SIRT1""),p(HGNC:""TFEB""))",TFEB;SIRT1,,9606.0
15318,Composite,"composite(p(HGNC:""ADRA1A""),p(HGNC:""ADRA1B""),p(HGNC:""ADRA1D""),p(HGNC:""ADRA2A""),p(HGNC:""ADRA2B""),p(HGNC:""ADRA2C""),p(HGNC:""ADRB1""),p(HGNC:""ADRB2""),p(HGNC:""ADRB3""))",ADRB3;ADRA1D;ADRB1;ADRB2;ADRA1B;ADRA2C;ADRA1A;ADRA2B;ADRA2A,,9606.0
15319,Composite,"composite(p(MGI:""Ncam1""),p(MGI:""Ncam2""))",Ncam2;Ncam1,,10090.0
15320,Composite,"composite(p(MGI:""Comt""),p(MGI:""Tomt""))",Comt;Tomt,,10090.0
15321,Composite,"composite(p(HGNC:""CD80""),p(HGNC:""CD86""))",CD86;CD80,,9606.0
15322,Composite,"composite(p(MGI:""Pip5k1a""),p(MGI:""Pip5k1b""),p(MGI:""Pip5k1c""),p(MGI:""Pip5kl1""))",Pip5kl1;Pip5k1c;Pip5k1b;Pip5k1a,,10090.0
15323,Composite,"composite(p(FLYBASE:""CG11828""),p(FLYBASE:""CG15539""),p(FLYBASE:""CG15864""),p(FLYBASE:""CG18231""),p(FLYBASE:""CG18749""),p(FLYBASE:""CG31013""),p(FLYBASE:""CG31016""),p(FLYBASE:""CG31021""),p(FLYBASE:""CG31524""),p(FLYBASE:""CG32199""),p(FLYBASE:""CG32201""),p(FLYBASE:""CG34345""),p(FLYBASE:""CG4174""),p(FLYBASE:""CG9698""),p(FLYBASE:""PH4alphaEFB""),p(FLYBASE:""PH4alphaMP""),p(FLYBASE:""PH4alphaNE1""),p(FLYBASE:""PH4alphaNE2""),p(FLYBASE:""PH4alphaNE3""),p(FLYBASE:""PH4alphaPV""),p(FLYBASE:""PH4alphaSG1""),p(FLYBASE:""PH4alphaSG2""))",CG32199;PH4alphaEFB;CG31021;PH4alphaSG2;PH4alphaNE3;PH4alphaSG1;PH4alphaNE1;CG15539;CG18749;PH4alphaNE2;CG11828;CG4174;CG18231;CG9698;PH4alphaMP;CG31524;PH4alphaPV;CG15864;CG31016;CG31013;CG32201;CG34345,,7227.0
15324,Composite,"composite(p(RGD:""Lclat1""),p(RGD:""Lpcat1""),p(RGD:""Lpcat2""),p(RGD:""Lpcat2b""),p(RGD:""Lpcat4""),p(RGD:""Lpgat1""))",Lpgat1;Lpcat1;Lpcat2;Lpcat2b;Lpcat4;Lclat1,,10116.0
15325,Composite,"composite(p(RGD:""Tgfb1""),p(RGD:""Tgfb2""),p(RGD:""Tgfb3""))",Tgfb1;Tgfb2;Tgfb3,,10116.0
15326,Composite,"composite(p(HGNC:""FOS""),p(HGNC:""JUN""),p(HGNC:""SP1""))",JUN;SP1;FOS,,9606.0
15327,Composite,"composite(p(RGD:""Jak1""),p(RGD:""Jak2""))",Jak2;Jak1,,10116.0
15328,Composite,"composite(p(HGNC:""AHCY""),p(HGNC:""AHCYL1""),p(HGNC:""AHCYL2""))",AHCYL2;AHCY;AHCYL1,,9606.0
15329,Composite,"composite(p(MGI:""Akr1b10""),p(MGI:""Akr1b3""),p(MGI:""Akr1b7""),p(MGI:""Akr1b8""))",Akr1b10;Akr1b3;Akr1b8;Akr1b7,,10090.0
15330,Composite,"composite(p(HGNC:""SCN1B""),p(HGNC:""SCN4B""),p(HGNC:""SCN5A""),p(HGNC:""SCN7A""))",SCN7A;SCN5A;SCN4B;SCN1B,,9606.0
15331,Composite,"composite(p(MGI:""Rbck1""),p(MGI:""Rnf31""),p(MGI:""Sharpin""))",Sharpin;Rbck1;Rnf31,,10090.0
15332,Composite,"composite(p(HGNC:""UCK1""),p(HGNC:""UCK2""),p(HGNC:""UCKL1""))",UCK2;UCK1;UCKL1,,9606.0
15333,Composite,"composite(p(MGI:""Fbp1""),p(MGI:""Fbp2""))",Fbp1;Fbp2,,10090.0
15334,Composite,"composite(p(FLYBASE:""Trxr-1""),p(FLYBASE:""Trxr-2""))",Trxr-2;Trxr-1,,7227.0
15335,Composite,"composite(p(HGNC:""GNAI1""),p(HGNC:""GNAI2""),p(HGNC:""GNAI3""),p(HGNC:""GNAO1""),p(HGNC:""GNB1""),p(HGNC:""GNB2""),p(HGNC:""GNB3""),p(HGNC:""GNB4""),p(HGNC:""GNB5""),p(HGNC:""GNG10""),p(HGNC:""GNG11""),p(HGNC:""GNG12""),p(HGNC:""GNG13""),p(HGNC:""GNG2""),p(HGNC:""GNG3""),p(HGNC:""GNG4""),p(HGNC:""GNG5""),p(HGNC:""GNG7""),p(HGNC:""GNG8""),p(HGNC:""GNGT1""),p(HGNC:""GNGT2""))",GNAI3;GNG12;GNG11;GNAI1;GNAI2;GNG13;GNAO1;GNGT1;GNG10;GNG3;GNG2;GNGT2;GNG5;GNG4;GNB2;GNG7;GNB1;GNB4;GNB3;GNG8;GNB5,,9606.0
15336,Composite,"composite(p(RGD:""Axin1""),p(RGD:""Axin2""))",Axin1;Axin2,,10116.0
15337,Composite,"composite(p(MGI:""Atxn1""),p(MGI:""Atxn1l""))",Atxn1l;Atxn1,,10090.0
15338,Composite,"composite(p(HGNC:""PYCR1""),p(HGNC:""PYCR2""),p(HGNC:""PYCR3""))",PYCR1;PYCR2;PYCR3,,9606.0
15339,Composite,"composite(p(MGI:""Adcy1""),p(MGI:""Adcy3""),p(MGI:""Adcy8""))",Adcy3;Adcy1;Adcy8,,10090.0
15340,Composite,"composite(p(HGNC:""C1GALT1""),p(HGNC:""C1GALT1C1""))",C1GALT1C1;C1GALT1,,9606.0
15341,Composite,"composite(p(HGNC:""NUMB""),p(HGNC:""NUMBL""))",NUMBL;NUMB,,9606.0
15342,Composite,"composite(p(HGNC:""PDHA1""),p(HGNC:""PDHA2""),p(HGNC:""PDHB""))",PDHA2;PDHA1;PDHB,,9606.0
15343,Composite,"composite(p(HGNC:""DCHS1""),p(HGNC:""DCHS2""))",DCHS2;DCHS1,,9606.0
15344,Composite,"composite(p(RGD:""Ctps1""),p(RGD:""Ctps2""))",Ctps2;Ctps1,,10116.0
15345,Composite,"composite(p(RGD:""Npb""),p(RGD:""Npw""))",Npb;Npw,,10116.0
15346,Composite,"composite(p(HGNC:""ACTR2""),p(HGNC:""ACTR3""),p(HGNC:""ACTR3B""),p(HGNC:""ACTR3C""))",ACTR3;ACTR2;ACTR3C;ACTR3B,,9606.0
15347,Composite,"composite(p(RGD:""Tars1""),p(RGD:""Tars2""),p(RGD:""Tarsl2""))",Tarsl2;Tars2;Tars1,,10116.0
15348,Composite,"composite(p(RGD:""Ccl19""),p(RGD:""Ccl21""))",Ccl21;Ccl19,,10116.0
15349,Composite,"composite(p(RGD:""Adora1""),p(RGD:""Adora2a""),p(RGD:""Adora2b""),p(RGD:""Adora3""),p(RGD:""LOC100911796""))",Adora2b;Adora2a;Adora1;Adora3;LOC100911796,,10116.0
15350,Composite,"composite(p(HGNC:""C1QA""),p(HGNC:""C1QB""),p(HGNC:""C1QC""))",C1QB;C1QA;C1QC,,9606.0
15351,Composite,"composite(p(HGNC:""CASR""),p(HGNC:""GPRC6A""))",GPRC6A;CASR,,9606.0
15352,Composite,"composite(p(MGI:""Il12rb1""),p(MGI:""Il23r""))",Il12rb1;Il23r,,10090.0
15353,Composite,"composite(p(RGD:""Ifna1""),p(RGD:""Ifna11""),p(RGD:""Ifna2""),p(RGD:""Ifna4""),p(RGD:""Ifna5""),p(RGD:""Ifnb1""),p(RGD:""Ifng""),p(RGD:""LOC100912314""))",Ifna4;Ifna5;Ifna11;Ifnb1;Ifng;Ifna1;Ifna2;LOC100912314,,10116.0
15354,Composite,"composite(p(RGD:""Rfx5""),p(RGD:""Rfxank""),p(RGD:""Rfxap""),p(RGD:""Rfxapl1""))",Rfxap;Rfx5;Rfxank;Rfxapl1,,10116.0
15355,Composite,"composite(p(FLYBASE:""Plc21C""),p(FLYBASE:""norpA""),p(FLYBASE:""sl""))",norpA;sl;Plc21C,,7227.0
15356,Composite,"composite(p(RGD:""Nsfl1c""),p(RGD:""Ubxn6""))",Nsfl1c;Ubxn6,,10116.0
15357,Composite,"composite(p(MGI:""Pla2g4a""),p(MGI:""Pla2g4b""),p(MGI:""Pla2g4c""),p(MGI:""Pla2g4d""),p(MGI:""Pla2g4e""),p(MGI:""Pla2g4f""))",Pla2g4f;Pla2g4c;Pla2g4b;Pla2g4e;Pla2g4d;Pla2g4a,,10090.0
15358,Composite,"composite(p(RGD:""Stat1""),p(RGD:""Stat2""),p(RGD:""Stat4""),p(RGD:""Stat5a""),p(RGD:""Stat5b""),p(RGD:""Stat6""))",Stat5a;Stat5b;Stat6;Stat4;Stat2;Stat1,,10116.0
15359,Composite,"composite(p(RGD:""Cyp2c11""),p(RGD:""Cyp2c12""),p(RGD:""Cyp2c13""),p(RGD:""Cyp2c22""),p(RGD:""Cyp2c23""),p(RGD:""Cyp2c24""),p(RGD:""Cyp2c6v1""),p(RGD:""Cyp2c7""))",Cyp2c12;Cyp2c23;Cyp2c13;Cyp2c24;Cyp2c11;Cyp2c22;Cyp2c6v1;Cyp2c7,,10116.0
15360,Composite,"composite(p(HGNC:""RAP1A""),p(HGNC:""RAP1B""))",RAP1B;RAP1A,,9606.0
15361,Composite,"composite(p(MGI:""Fut4""),p(MGI:""Fut7""))",Fut7;Fut4,,10090.0
15362,Composite,"composite(p(FLYBASE:""Alp1""),p(FLYBASE:""Alp10""),p(FLYBASE:""Alp11""),p(FLYBASE:""Alp12""),p(FLYBASE:""Alp13""),p(FLYBASE:""Alp2""),p(FLYBASE:""Alp4""),p(FLYBASE:""Alp5""),p(FLYBASE:""Alp6""),p(FLYBASE:""Alp7""),p(FLYBASE:""Alp8""),p(FLYBASE:""Alp9""),p(FLYBASE:""phu""))",Alp12;Alp13;Alp10;Alp11;Alp9;Alp8;Alp7;Alp6;Alp5;Alp4;Alp2;Alp1;phu,,7227.0
15363,Composite,"composite(p(MGI:""Pdgfa""),p(MGI:""Pdgfb""),p(MGI:""Pdgfc""),p(MGI:""Pdgfd""))",Pdgfc;Pdgfd;Pdgfa;Pdgfb,,10090.0
15364,Composite,"composite(p(HGNC:""ACVR1B""),p(HGNC:""ACVR1C""))",ACVR1C;ACVR1B,,9606.0
15365,Composite,"composite(p(RGD:""Fos""),p(RGD:""Fosb""),p(RGD:""Fosl1""),p(RGD:""Fosl2""),p(RGD:""Jun""),p(RGD:""Junb""),p(RGD:""Jund""))",Fosl1;Jun;Jund;Fosb;Fos;Junb;Fosl2,,10116.0
15366,Composite,"composite(p(MGI:""Calca""),p(MGI:""Calcb""))",Calcb;Calca,,10090.0
15367,Composite,"composite(p(RGD:""Ldha""),p(RGD:""Ldhal6b""),p(RGD:""Ldhb""),p(RGD:""Ldhc""))",Ldhal6b;Ldha;Ldhb;Ldhc,,10116.0
15368,Composite,"composite(p(MGI:""Cyp2e1""),p(MGI:""Cyp2f2""),p(MGI:""Cyp2s1""))",Cyp2e1;Cyp2f2;Cyp2s1,,10090.0
15369,Composite,"composite(p(HGNC:""EZR""),p(HGNC:""MSN""),p(HGNC:""RDX""))",RDX;MSN;EZR,,9606.0
15370,Composite,"composite(p(MGI:""Mef2a""),p(MGI:""Mef2c""),p(MGI:""Mef2d""))",Mef2a;Mef2c;Mef2d,,10090.0
15371,Composite,"composite(p(MGI:""Casp3""),p(MGI:""Casp7""))",Casp7;Casp3,,10090.0
15372,Composite,"composite(p(FLYBASE:""CG3530""),p(FLYBASE:""CG3632""),p(FLYBASE:""EDTP""),p(FLYBASE:""mtm""))",CG3632;CG3530;mtm;EDTP,,7227.0
15373,Composite,"composite(p(MGI:""Hsd17b1""),p(MGI:""Hsd17b7""))",Hsd17b7;Hsd17b1,,10090.0
15374,Composite,"composite(p(MGI:""Cks1b""),p(MGI:""Cks2""))",Cks2;Cks1b,,10090.0
15375,Composite,"composite(p(HGNC:""PPT1""),p(HGNC:""PPT2""))",PPT1;PPT2,,9606.0
15376,Composite,"composite(p(MGI:""F2r""),p(MGI:""F2rl1""),p(MGI:""F2rl2""),p(MGI:""F2rl3""),p(MGI:""Pard3""))",Pard3;F2r;F2rl1;F2rl2;F2rl3,,10090.0
15377,Composite,"composite(p(HGNC:""ATP2B1""),p(HGNC:""ATP2B2""),p(HGNC:""ATP2B3""),p(HGNC:""ATP2B4""))",ATP2B4;ATP2B3;ATP2B2;ATP2B1,,9606.0
15378,Composite,"composite(p(MGI:""Gk""),p(MGI:""Gk2""))",Gk;Gk2,,10090.0
15379,Composite,"composite(p(HGNC:""MIR135A1""),p(HGNC:""MIR135A2""),p(HGNC:""MIR135B""))",MIR135A1;MIR135A2;MIR135B,,9606.0
15380,Composite,"composite(p(RGD:""F2rl2""),p(RGD:""F2rl3""))",F2rl2;F2rl3,,10116.0
15381,Composite,"composite(p(MGI:""Pdyn""),p(MGI:""Penk""),p(MGI:""Pomc""))",Pomc;Penk;Pdyn,,10090.0
15382,Composite,"composite(p(HGNC:""SHMT1""),p(HGNC:""SHMT2""))",SHMT2;SHMT1,,9606.0
15383,Composite,"composite(p(MGI:""Notch1""),p(MGI:""Notch2""))",Notch1;Notch2,,10090.0
15384,Composite,"composite(p(HGNC:""PHLPP1""),p(HGNC:""PHLPP2""))",PHLPP2;PHLPP1,,9606.0
15385,Composite,"composite(p(MGI:""Mir181a-1""),p(MGI:""Mir181a-2""),p(MGI:""Mir181b-1""),p(MGI:""Mir181b-2""),p(MGI:""Mir181c""),p(MGI:""Mir181d""))",Mir181a-1;Mir181b-2;Mir181a-2;Mir181b-1;Mir181c;Mir181d,,10090.0
15386,Composite,"composite(p(HGNC:""CTNNA1""),p(HGNC:""CTNNA2""),p(HGNC:""CTNNA3""))",CTNNA1;CTNNA3;CTNNA2,,9606.0
15387,Composite,"composite(p(MGI:""Fgd1""),p(MGI:""Fgd3""))",Fgd3;Fgd1,,10090.0
15388,Composite,"composite(p(MGI:""Hpgds""),p(MGI:""Ptgds""))",Hpgds;Ptgds,,10090.0
15389,Composite,"composite(p(RGD:""Lpcat1""),p(RGD:""Lpcat2""),p(RGD:""Lpcat2b""),p(RGD:""Lpcat4""))",Lpcat1;Lpcat2;Lpcat2b;Lpcat4,,10116.0
15390,Composite,"composite(p(HGNC:""CBR4""),p(HGNC:""HSD17B8""))",HSD17B8;CBR4,,9606.0
15391,Composite,"composite(p(HGNC:""CCR1""),p(HGNC:""CCR3""),p(HGNC:""CCR5""))",CCR1;CCR5;CCR3,,9606.0
15392,Composite,"composite(p(RGD:""Aadat""),p(RGD:""Kyat1""),p(RGD:""Kyat3""))",Aadat;Kyat1;Kyat3,,10116.0
15393,Composite,"composite(p(HGNC:""CYP2A6""),p(HGNC:""CYP2B6""),p(HGNC:""CYP2C18""),p(HGNC:""CYP2C8""),p(HGNC:""CYP2C9""))",CYP2C9;CYP2A6;CYP2C8;CYP2B6;CYP2C18,,9606.0
15394,Composite,"composite(p(HGNC:""AACS""),p(HGNC:""OXCT1""),p(HGNC:""OXCT2""))",OXCT1;OXCT2;AACS,,9606.0
15395,Composite,"composite(p(RGD:""Grin2a""),p(RGD:""Grin2b""))",Grin2a;Grin2b,,10116.0
15396,Composite,"composite(p(FLYBASE:""CG31140""),p(FLYBASE:""CG34384""),p(FLYBASE:""Dgk""),p(FLYBASE:""Dgkepsilon""),p(FLYBASE:""rdgA""))",Dgkepsilon;CG31140;Dgk;rdgA;CG34384,,7227.0
15397,Composite,"composite(p(HGNC:""ACSBG1""),p(HGNC:""ACSBG2""),p(HGNC:""ACSL1""),p(HGNC:""ACSL3""),p(HGNC:""ACSL4""),p(HGNC:""ACSL5""),p(HGNC:""ACSL6""),p(HGNC:""PPT1""),p(HGNC:""PPT2""))",ACSL1;ACSL6;PPT1;ACSL5;ACSBG1;ACSL4;ACSL3;PPT2;ACSBG2,,9606.0
15398,Composite,"composite(p(HGNC:""CBL""),p(HGNC:""CBLB""),p(HGNC:""CBLC""),p(HGNC:""ITCH""),p(HGNC:""MDM2""),p(HGNC:""NEDD4""),p(HGNC:""NEDD4L""),p(HGNC:""RNF41""),p(HGNC:""SMURF1""),p(HGNC:""SMURF2""),p(HGNC:""TRAF6""),p(HGNC:""WWP1""))",ITCH;SMURF2;SMURF1;NEDD4;TRAF6;MDM2;CBLC;NEDD4L;WWP1;CBLB;CBL;RNF41,,9606.0
15399,Composite,"composite(p(MGI:""Cdc25a""),p(MGI:""Cdc25b""),p(MGI:""Cdc25c""))",Cdc25c;Cdc25b;Cdc25a,,10090.0
15400,Composite,"composite(p(HGNC:""IARS1""),p(HGNC:""IARS2""))",IARS2;IARS1,,9606.0
15401,Composite,"composite(p(HGNC:""GRHPR""),p(HGNC:""HAO1""),p(HGNC:""HAO2""))",GRHPR;HAO1;HAO2,,9606.0
15402,Composite,"composite(p(MGI:""Ppp1ca""),p(MGI:""Ppp1cb""),p(MGI:""Ppp1cc""),p(MGI:""Ppp1ccb""),p(MGI:""Ppp1r12a""))",Ppp1cc;Ppp1cb;Ppp1ccb;Ppp1r12a;Ppp1ca,,10090.0
15403,Composite,"composite(p(RGD:""Myl10""),p(RGD:""Myl12a""),p(RGD:""Myl12b""),p(RGD:""Myl2""),p(RGD:""Myl7""),p(RGD:""Myl9""),p(RGD:""Mylpf""))",Myl12a;Myl12b;Myl7;Mylpf;Myl2;Myl10;Myl9,,10116.0
15404,Composite,"composite(p(HGNC:""KSR1""),p(HGNC:""KSR2""))",KSR1;KSR2,,9606.0
15405,Composite,"composite(p(RGD:""Ces1c""),p(RGD:""Ces1d""),p(RGD:""Ces1e""),p(RGD:""Ces1f""),p(RGD:""LOC291863""))",LOC291863;Ces1f;Ces1e;Ces1d;Ces1c,,10116.0
15406,Composite,"composite(p(RGD:""Acvr1b""),p(RGD:""Acvr1c""),p(RGD:""Acvr2a""),p(RGD:""Acvr2b""))",Acvr1c;Acvr2a;Acvr1b;Acvr2b,,10116.0
15407,Composite,"composite(p(HGNC:""CA1""),p(HGNC:""CA12""),p(HGNC:""CA13""),p(HGNC:""CA14""),p(HGNC:""CA2""),p(HGNC:""CA3""),p(HGNC:""CA4""),p(HGNC:""CA5A""),p(HGNC:""CA5B""),p(HGNC:""CA6""),p(HGNC:""CA7""),p(HGNC:""CA8""),p(HGNC:""CA9""))",CA12;CA1;CA3;CA5B;CA2;CA5A;CA4;CA7;CA6;CA9;CA8;CA14;CA13,,9606.0
15408,Composite,"composite(p(HGNC:""DDX58""),p(HGNC:""TRAF2""))",DDX58;TRAF2,,9606.0
15409,Composite,"composite(p(HGNC:""STT3A""),p(HGNC:""STT3B""))",STT3A;STT3B,,9606.0
15410,Composite,"composite(p(MGI:""Wipi1""),p(MGI:""Wipi2""))",Wipi2;Wipi1,,10090.0
15411,Composite,"composite(p(HGNC:""APP""),p(HGNC:""VANGL2""))",APP;VANGL2,,9606.0
15412,Composite,"composite(p(MGI:""Cxcl1""),p(MGI:""Cxcl2""),p(MGI:""Cxcl3""),p(MGI:""Cxcl5""),p(MGI:""Ppbp""))",Ppbp;Cxcl1;Cxcl2;Cxcl3;Cxcl5,,10090.0
